Location,Price,Bedrooms,Bathrooms,Parking,Floor Size,Erf Size,Description
CapeTownCityCentre,8500000,,,,471,,            This building is priced to sell with 4 levels of commercial space currently all tenanted ...        
BantryBay,8250000,3,2.5,1,238,,"            | Bantry Bay Splendour |This pet friendly apartment is set in a luxurious, prestigious ...        "
DeWaterkant,9950000,3,3,,,93,            ONE OF THE RARE WATERKANT STREET WALKWAY COTTAGESSOLE MANDATECharacter filled ...        
Gardens,5995000,5,5,,,212,            No transfer duty (r5 200 000 + 15 % vat).Situated on the borders of sought after ...        
Wynberg,1350000,1,1,1,32,,            Perfect for students or a young working couple.Situated off the main road in Wynberg ...        
Oranjezicht,2495000,2,1,1,85,,            AMAZING UNIT IN WELL RUN BLOCKMy sellers have loved every minute they have spent here ...        
Vredehoek,1450000,1,1,1,42,,            Exclusive Mandate | The best of both worlds!Open your doors and be welcomed home by ...        
Woodstock,3100000,2,2,1,,172,            New release in the sought after area of Chamberlain Street. This utterly charming ...        
DeWaterkant,4450000,2,2,2,88,,            Excellent investment in popular and sought after loader street studios - spacious and ...        
Plumstead,3495000,4,2,3,,496,"            What a pleasure to present this characterful, family home that combines comfort with ...        "
ClaremontUpper,2850000,2,1,2,83,,            Situated in a modern and sought-after complex lies this modern apartment seeking a new ...        
GreenPoint,12500000,3,3,3,129,,"            Own half of the 6th floor with this luxurios, modern, three bed apartment, in one of the ...        "
Rondebosch,1750000,2,1,1,83,,            Situated in the well maintained and quiet block in the heart of Rondebosch.The ...        
Pinelands,1475000,2,1.5,2,57,,            Don't miss out on this gorgeous duplex if security estate living is important to you ...        
SeaPoint,10900000,4,3,2,,526,            This  heritage family home with a majestic Victorian  façade is immaculate and ...        
CapeTownCityCentre,3590000,2,2,2,120,,"            Fully furnished and equipped 2 bed 2 bath duplex apartment - Mutual Heights, Cape Town ...        "
KenilworthUpper,9450000,6,3,2,,2379,"            This house was built in 1949 by the current owners' parents, and is in sound ...        "
Plumstead,3100000,5,3,3,,471,            Welcome to the real deal. This family home with full dual living has been well laid out ...        
PenlynEstate,2350000,3,2,4,,444,            This extremely neat family home is situated in a lovely area close to Habibiya Primary ...        
Waterfront,10695000,2,2,2,126,,            Unique top floor apartment situated in a boutique building in the V&A Waterfront ...        
Plumstead,1995000,2,1,2,92,,"            A modern, 2 bedroom apartment situated in the upmarket complex, The Citadel. Surrounded ...        "
CapeTownCityCentre,26100000,,,,,,            Touchstone House boasts as one of a handful of Cape Town's iconic establishments ...        
Kirstenhof,1495000,3,2,1,72,,"            Situated in a well-run complex, close to Kirstenhof Primary School, Blue Route Mall ...        "
GreenPoint,4600000,7,5,,,165,"            Perfect location, Perfect PotentialA home tells a story, and this is your story to ...        "
Vredehoek,4200000,3,2,2,129,,            Perfect for a family or even a few tenants!  3 bedrooms upstairs (main en-suite) and ...        
Rondebosch,3500000,3,2.5,2,143,,"            4 Erin Close, 6 Erin Road, Rondebosch VillageR 3 500 000This modernized and perfect ...        "
Claremont,5440000,3,2,1,,397,            Beautiful sunny 3 bed home with a pool - Claremont.This delightful home is ...        
CapeTownCityCentre,1350000,1,1,,52,,"            Located just off the iconic Church Square, this lovely north facing 1-bedroom apartment ...        "
Constantia,8449000,6,4.5,4,,2718,            North facing sun-drenched home with easy flow to expansive velvety lawns framed by an ...        
Mountview,2400000,3,3,4,,421,            Sense the feeling of home with this charming 3-bedroom house. This property is located ...        
Wynberg,2400000,,,,228,,            Witkin is a secure semi-industrial sectional title park situated just off Main Road in ...        
SeaPoint,32000000,4,4.5,2,616,,            A rare find with over 600sqm of premier lifestyle living in sought after beach front block offering both style and ...        
CapeTownCityCentre,5500000,4,2,1,,218,            This well-proportioned property is located in the popular Gardens suburb of the City ...        
ClaremontUpper,5950000,3,2.5,2,,430,"            Gorgeous family home located in sought after Claremont Upper, Cape Town.  Spectacular ...        "
SeaPoint,1550000,1,1,1,46,,            Sole mandate Great opportunity to own an apartment in Sea Point.- One bedroom ...        
Foreshore,2450000,1,1,1,88,,            Location Location Location!The modern apartment is one of a kind at 88 square meters! ...        
CampsBay,12500000,3,3.5,2,,433,            This spacious 3 bedroom home has it all.The first floor consists of living and dining room with open plan kitchen and a guest ...        
Foreshore,2850000,1,1,1,55,,            Luxury One bedroom unit in a new development. Offering harbour views like never seen ...        
ClaremontUpper,1995000,2,1,2,84,,"            This beautiful 2 bedroom apartment is ideally located on Claremont Main Road, just ...        "
Lakeside,2295000,3,2,3,,130,            This fabulous ground floor unit with private garden in well managed secure gated complex ...        
Westlake,2176000,,,,128,,"            This ground floor unit has 2 open spaces, kitchen and bathroom. Enough windows and ...        "
Observatory,6000000,,,,643,,"            This mixed use development enjoys great owner occupier, investor and tenant success.The ...        "
Constantia,16000000,4,4,4,,2207,            One of bel Ombre's signature propertiesThis outstanding residence meticulously ...        
GreenPoint,2250000,1,1,,63,,"            Well-priced, slick and spacious apartment in popular 'The Chelsea' with main ...        "
ClaremontUpper,2750000,2,2,1,96,,"            Immaculate 2 bedroom, 2 bathroom apartment in walking distance to Cavendish. Spacious ...        "
Gardens,2580000,3,1,,98,,"            A generous, 3-bedroom, garden apartment situated on the ground floor of this small block ...        "
WynbergUpper,3750000,2,2,2,100,,"            With 18 units in 88 on Constantia, this 100m² two-bedroomed, two-bathroomed unit is ...        "
Rondebosch,1550000,1,1,,62,,            Large beautifully renovated 1-bedroom apartment perched upon the 3rd floor of Grosvenor ...        
Oranjezicht,2450000,2,1,1,74,,"            This top floor apartment in Oranjezicht is light, bright with two bedrooms and one ...        "
Rondebosch,4500000,4,3,5,,517,            This immaculate 1960's home is well positioned and set back on it's 518 m² ...        
Foreshore,5050000,2,2,,91,,"            Exclusive Mandate. Amazing harbour facing corner apartment, just below the top floor of ...        "
CapeTownCityCentre,3445000,3,2,,116,,            OFFERED FULLY FURNISHED AND SHORT-TERM-LET READYEnjoy 3 beds or two and a study in this ...        
CapeTownCityCentre,1900000,0.5,1,1,35,,            This modern studio apartment is the epitome of lock up and go luxury. Situated in the ...        
ClaremontUpper,4295000,2,2,2,129,,            *ALL REASONABLE OFFERS WILL BE CONSIDERED*This outstanding 2 bedroom 2 bathroom ...        
Pinelands,3300000,3,2,7,,923,            New Release. Sole Mandate.This lovely home in a quiet setting in Pinelands is waiting ...        
Constantia,9950000,4,3.5,6,,1426,            A welcoming family home set in an enclove of 3 homes. Generous interleading reception ...        
Constantia,5950000,4,2.5,5,,1561,            Beautifully maintained family home on single level - move in ready with not a thing to ...        
CapeTownCityCentre,2050000,,1,1,45,,"            A wonderfully appointed, spacious studio apartment of 45sqm, lies in wait for the ...        "
Constantia,15000000,4,4,5,,2022,            This inviting home offers warmly welcoming entertainment spaces and complete peace of ...        
SeaPoint,5650000,3,3,2,,316,            This warm family friendly double story home is located in the heart of Sea Point. Just a ...        
Observatory,3450000,3,3,2,,214,"            Fantastic rental investment! Earn approximately R34,000/m! Rental Investment, Dual ...        "
StonehurstMountainEstate,14995000,5,6,,,1654,            Offering exceptional north facing views across the Constantia Valley this unique family home offers total security and privacy in a ...        
MarinaDaGama,2180000,2,1,2,,312,"            SOLE AND EXCLUSIVE MANDATEWell located in popular, secure Park Island is this ...        "
Oranjezicht,8000000,3,3,1,,464,            This unique and historic 1920's gem of a home has it all. The Open floor plan and ...        
Pinelands,2250000,2,1,1,,,            Pinelands – r2 250 000 – just listed!Tastefully renovated free-standing home located ...        
Tamboerskloof,4500000,2,1,,,194,            This property is immaculate and utterly charming: a beautifully presented and well ...        
Gardens,2395000,1,1,1,57,,"            Hidden TreasureIf you are looking, for security, a well maintained modern complex, the perfect position, look no further ...        "
WynbergUpper,4750000,4,3,3,,535,"            This beautiful, single storey family home has wonderful open plan living areas and a ...        "
Muizenberg,6038400,,,,816,,"            Capricorn is a secure Business Park with a tenant and owner mix of industrial, light ...        "
Rondebosch,1049000,1,1,,34,,            This apartment is situated in the perfect location for students or young professionals ...        
SeaPoint,5195000,2,2,2,106,,            Now accepting offers from R 5 195 000A gorgeous unit available in the luxury Bantry ...        
Vredehoek,5995000,3,3,2,,357,            An opportunity to own this warm and welcoming home in a great location with everything ...        
Constantia,4995000,,,,,1222,            Rare opportunity to build your own home in  the exclusive Sillery Estate.  Incredible ...        
