location,price,floor_size,bathrooms,bedrooms,parking
Cape Town City Centre,1290000,43,1,0.5,None
Pinelands,3750000,833,2,3,6
Rondebosch,2250000,64,1,1,1
Oranjezicht,1820000,54,1,1,None
Muizenberg,849000,43,1,1,None
Stonehurst Mountain Estate,9450000,844,4.5,4,6
De Waterkant,5900000,120,2,2,2
Woodstock,2995000,180,1,2,None
Claremont,3600000,714,1,3,None
Bishopscourt,12500000,3 643,2.5,3,8
Newlands,6350000,743,3.5,3,3
Rondebosch,4795000,644,3,4,4
Sea Point,4495000,117,2,3,1
Bo Kaap,2490000,43,1,1,1
Cape Town City Centre,2850000,92,2,2,1
Plumstead,2495000,459,1,3,15
Lakeside,2795000,496,2,4,2
Claremont Upper,1195000,None,1,1,1
Constantia,11900000,1 357,3,4,4
Rosebank,1199000,None,1,1,1
Diep River,1795000,80,1,2,1
Green Point,23000000,545,6,4,3
Observatory,3200000,66,2,2,1
Claremont Upper,5850000,496,2,3,3
Harfield Village,1495000,77,1.5,2,1
Constantia,4495000,279,3,3,2
Oranjezicht,2200000,65,1,2,None
Sea Point,5850000,210,2.5,2,1
Constantia,11900000,1 357,3.5,4,4
Constantia,13595000,814.4,3,3,2
Maitland,420000,24,1,1,1
Mouille Point,4100000,63,1,1,1
Kenwyn,2550000,465,3,4,3
Vredehoek,1790000,46,1,1,None
Vredehoek,2400000,79,1,2,1
Claremont,3295000,366,2,3,1
Fresnaye,11995000,232,4,3,2
Bakoven,42000000,638,5.5,5,3
Matroosfontein,950000,507,1,2,1
Rondebosch,3800000,91,2,2,2
Observatory,2260000,65,1.5,2,2
Cape Town City Centre,4595000,88,2,2,2
Southfield,2650000,495,1,3,5
Constantia,10650000,524,4.5,4,2
De Waterkant,7995000,233,3,3,1
Mouille Point,6000000,81,1,2,1
Pelican Park,1250000,248,2,3,4
Southfield,1795000,496,1,3,5
Higgovale,12500000,490,5,4,4
Mouille Point,1895000,46,1,1,None
Observatory,1695000,51,1,1,1
Observatory,1300000,31,1,0.5,1
Cape Town City Centre,1895000,60,1,1,None
Kenilworth Upper,1450000,44,1,1,1
Woodstock,1690000,51,1,1,1
Belhar,930000,312,2,5,2
Tokai,4499000,None,2.5,4,6
Observatory,2395000,103,3,3,None
Wynberg,675000,60,1,None,1
Bantry Bay,16500000,178,2.5,2,1
Zeekoevlei,2995000,650,2,5,5
Sea Point,1995000,None,1,1,1
Wynberg,1050000,170,1,2,1
Vredehoek,4500000,87,2,2,2
Grassy Park,649000,49,1,2,1
Green Point,5995000,134,2,2,2
Rondebosch,2500000,123,1,2,1
Vredehoek,2895000,78,2,1,1
Constantia,7900000,2 104,5.5,5,8
Observatory,1385000,40,1,1,1
Claremont Upper,2950000,99,2,2,1
Newlands,10900000,1 066,2.5,2,2
Observatory,1999000,123,1,2,None
Wynberg,1129000,76,1,2,None
Newlands,3395000,114,1,2,2
Green Point,2850000,48,1,1,None
Sea Point,2790000,58,1,1,1
Rondebosch,3200000,120,2,2,2
Observatory,1395000,54,1,1,1
De Waterkant,3490000,117,2,2,2
Claremont,1250000,83,1,2,1
Claremont Upper,,497,4,3,3
Observatory,1695000,69,1,2,1
Woodstock,2250000,84,1,2,1
Gardens,1695000,42,1,1,1
Camps Bay,14950000,None,2.5,4,2
Bishopscourt,12500000,3 643,2,3,3
St James,14000000,1 580,3,4,2
Lansdowne,2595000,520,1.5,3,3
Llandudno,27995000,324,3.5,3,2
Rondebosch,3695000,496,1,3,8
Camps Bay,13990000,1 068,4,5,6
Cape Town City Centre,1595000,50,1,1,1
Claremont Upper,5200000,496,3,3,3
Camps Bay,8950000,159,2.5,3,2
Rondebosch,1350000,40,1,1,1
Observatory,2100000,65,2,2,2
Green Point,4595000,128,2,2,2
Cape Town City Centre,1850000,62,1,1,1
Sea Point,4500000,85,2,2,1
Bantry Bay,90000000,794,5.5,5,4
Kenilworth,1150000,72,1,2,None
Rylands,2290000,496,2,5,10
Rondebosch,10500000,1 143,3,5,2
Grassy Park,2190000,497,1,3,2
Camps Bay,35000000,805,6,6,5
Bonteheuwel,520000,None,2,3,1
Claremont,1350000,75,1,2,1
Green Point,4750000,84,2,2,1
Observatory,1790000,42,1,1,1
Oranjezicht,6900000,414,3,4,2
University Estate,1190000,54,1,None,1
Salt River,1295000,60,1,1,1
De Waterkant,2995000,50,1,1,1
Higgovale,10995000,255,3,3,2
Fairways,3750000,496,3,9,6
Camps Bay,13900000,497,3.5,4,2
Sea Point,7995000,141,2.5,2,2
Cape Town City Centre,2450000,74,2,2,1
Woodstock,2150000,None,1,1,1
Woodstock,2100000,101,1,3,None
Woodstock,2350000,127,2,6,None
Bergvliet,1795000,86,1,2,1
Zwaanswyk,15995000,4 755,2,4,10
Surrey Estate,2500000,480,1,6,2
Constantia,11750000,259,3,3,2
Gardens,2550000,83,1,2,1
Constantia,11520000,659,4,3,2
Zonnebloem,1650000,75,1,3,None
Three Anchor Bay,1600000,37,1,1,1
Green Point,5695000,292,2,3,2
Salt River,1550000,62,1,None,1
Kalk Bay,6450000,93,1,1,2
Woodstock,1650000,163,1,3,2
Claremont,6850000,832,7,8,8
Woodstock,2050000,54,1,1,1
Cape Town City Centre,3495000,104,2,2,2
Lansdowne,2300000,None,1,4,3
Sea Point,19950000,397,3.5,3,4
Mouille Point,29995000,336,3.5,3,2
Newlands,4700000,288,3.5,3,3
Constantia,19900000,9 453,2,5,None
Green Point,3750000,83,2,2,None
Cape Town City Centre,3800000,80,2,2,2
Sea Point,1680000,44,1,0.5,None
Sea Point,1950000,64,1,2,1
Three Anchor Bay,2750000,None,1,3,1
Muizenberg,1395000,248,1,2,1
Pinelands,2850000,349,2,3,1
Rondebosch,995000,35,1,0.5,None
Cape Town City Centre,1499995,None,1,1,1
Sea Point,3390000,91,1,2,1
Tokai,2150000,83,2,2,1
Rondebosch,8400000,1 331,4,5,8
Plumstead,1625000,73,1,2,1
Maitland,1100000,86,1,2,None
Thornton,1495000,187,1,3,2
Tokai,3900000,383,1,1,1
De Waterkant,3490000,105,2,2,2
Rondebosch,1150000,45,1,1,1
Sea Point,4900000,104,2,3,2
Kenilworth Upper,3995000,545,2,3,5
Gardens,1890000,None,1,1,None
Newlands,8300000,None,2,3,1
Higgovale,7999000,522,3,4,2
Pinelands,1495000,73,1,2,1
Constantia,15995000,2 551,9,9,10
Diep River,1230254,42,1,1,None
Mouille Point,2500000,60,1,1,None
Observatory,3100000,99,2,2,None
Zonnebloem,685000,29,1,1,None
Cape Town City Centre,2590000,40,1,1,None
Gardens,1295000,42,1,0.5,None
Llandudno,27500000,1 095,5,5,4
Sea Point,3850000,111,2,2,None
Llandudno,26500000,768,3,4,3
Retreat,1250000,250,2,3,2
Zonnebloem,1950000,46,1,2,1
Zonnebloem,2400000,61,1.5,2,1
Cape Town City Centre,1395000,37,1,0.5,1
Fresnaye,10995000,230,2,3,3
Three Anchor Bay,8500000,331,5.5,5,1
Woodstock,2395000,138,2,4,None
Sea Point,3990000,100,2,2,1
Fresnaye,18950000,320,3.5,3,2
Constantia,17000000,9 008,5,6,5
Newlands,5750000,360,2,3,3
Claremont,3795000,610,2,3,3
Steenberg Golf Estate,25000000,997,3.5,3,5
Gardens,2895000,71,1,2,1
Tokai,5495000,1 013,3,4,2
Claremont Upper,1450000,64,1,1,1
Sea Point,5995000,168,2,3,2
Bantry Bay,2495000,46,1,1,None
Dennedal,6995000,None,3,6,2
Vredehoek,6480000,463,3.5,3,3
Kensington,525000,33,1,1,None
Rondebosch,1500000,49,1,1,1
Rondebosch,11500000,1 349,4,5,5
Camps Bay,39950000,600,6,6,4
Sea Point,4999000,126,2,3,None
Waterfront,17250000,125,2,2,2
Sea Point,2250000,70,1,2,2
Three Anchor Bay,2995000,78,1,2,2
Green Point,5500000,141,2.5,3,3
Mouille Point,5995000,102,2,2,2
Thornton,770000,53,1,2,None
Foreshore,3650000,54,1,1,1
Newlands,7450000,1 202,2,4,None
Sea Point,10699000,251,3.5,3,2
De Waterkant,3250000,47,1,1,1
Marina Da Gama,2150000,294,3,3,1
Fresnaye,15950000,445,4,5,2
Sea Point,10995000,253,3,3,2
Cape Town City Centre,2995000,121,1,1,1
Silvertree Estate,9350000,604,3,4,2
Marina Da Gama,2800000,300,2.5,3,2
Constantia,9750000,257,2.5,3,2
Foreshore,6000000,88,2,2,1
Constantia,43500000,4 215,4,5,3
Tokai,5450000,250,3.5,3,4
Camps Bay,19950000,489,4,4,3
Cape Town City Centre,2295000,54,1,1,None
Camps Bay,8995000,744,2,3,3
Cape Town City Centre,2595000,None,2,2,None
Foreshore,2275000,36,1,0.5,1
Walmer Estate,3700000,308,2,5,None
Camps Bay,3750000,64,1,1,2
Green Point,6950000,273,2,2,2
Green Point,14250000,332,3,3.5,2
Cape Town City Centre,2800000,99,1,1,1
Thornton,715000,None,1,1,1
Sea Point,5690000,273,4,4,1
Plumstead,1350000,None,1,2,2
Pinelands,6400000,1 128,4,5,9
Llandudno,12000000,422,2,3,None
Sea Point,7800000,209,3,3,2
Claremont Upper,3995000,117,2,2,2
Constantia,10850000,2 112,5,5,3
Mowbray,2995000,598,1,3,7
Constantia,9250000,257,3,4,2
Bantry Bay,14950000,200,3.5,4,4
Claremont,7500000,1 130,5,7,2
Observatory,2231000,68,2,2,1
Camps Bay,7995000,214,2,3,1
Thornton,2195000,595,4,5,5
Camps Bay,25950000,852,5.5,5,5
Zeekoevlei,3500000,635,1,4,4
Woodstock,1719000,44,1,1,1
De Waterkant,3200000,None,1,1,1
Pelican Park,1395000,363,2,3,4
Camps Bay,19995000,969,4,5,2
Cape Town City Centre,2300000,61,1,1,1
Woodstock,2295000,124,1,2,None
Bishopscourt,13500000,3 108,4,4,4
Rondebosch,1500000,46,1,1,1
Plumstead,2750000,100,2,2,1
Kenilworth,2490000,564,1,2,1
Marina Da Gama,3250000,401,3,4,2
Cape Town City Centre,1650000,49,1.5,0.5,None
Green Point,2495000,64,1,1,1
Salt River,1370000,76,1,None,1
Sea Point,2350000,80,1,2,None
Mowbray,850000,None,1,None,None
Kenilworth Upper,8450000,975,5,5,8
Claremont,1999999,81,2,2,2
Bantry Bay,895000,35,1,None,None
Sea Point,3250000,132,1.5,1,1
Kenilworth,1545000,86,1,2,2
Cape Town City Centre,1450000,43,1,1,None
Pinelands,949999,35,1,None,1
Wynberg,379000,30,1,0.5,1
Constantia,12250000,1 402,4,4,2
Woodstock,1295000,64,1,1,1
Sea Point,5000000,102,1.5,2,1
Tamboerskloof,23950000,447,3,3,2
Rondebosch Village,2650000,156,2,2,1
Rondebosch,1950000,58,1,1,1
Zwaanswyk,13200000,1 641,3.5,5,2
Rondebosch,2495000,110,1.5,2,1
Rondebosch,1945000,68,1,1,1
Diep River,2950000,529,2,3,3
Sea Point,7995000,181,2,3,2
Marina Da Gama,2500000,603,2,3,2
Observatory,1895000,102,2.5,3,1
Fresnaye,3995000,125,2,2,1
Claremont,1975000,76,1,2,2
Cape Town City Centre,2900000,134,2,2,4
Rosebank,8500000,564,8,16,6
Woodstock,1495000,53,1,1,1
Observatory,3295000,317,3,8,None
Bergvliet,4950000,1 062,3.5,4,8
Newlands,9790000,786,2,4,4
Camps Bay,26750000,991,3.5,4,2
Sea Point,5295000,154,2,3,None
Newlands,7495000,346,3,3,2
Belthorne Estate,2500000,535,1,3,4
Cape Town City Centre,15800000,450,2.5,4,None
Newlands,3950000,127,2,2,None
Philadelphia,2607683,360,2,3,3
Green Point,10995000,298,3.5,3,2
Sea Point,1950000,52,1,None,None
Pelican Park,620000,74,1,2,1
Pelican Park,620000,74,1,2,1
Camps Bay,12500000,190,2,2,1
Camps Bay,3700000,85,1,2,3
De Waterkant,4800000,66,2,2,2
Fairways,2899000,496,4,5,3
Constantia,7499000,2 065,1,3,3
Sea Point,3195000,72,2,2,None
Observatory,1899500,115,1.5,1.5,None
Woodstock,1850000,42,1,1,1
Zonnebloem,1750000,None,1,2,1
Gardens,11500000,315,3.5,3,2
Wynberg Upper,3495000,76,2,2,2
Mouille Point,2295000,60,1,1,1
Tamboerskloof,4995000,120,1,2,1
Pinelands,745000,38,1,1,None
Diep River,2300000,87,1,2,2
Fresnaye,26900000,445,6.5,5,2
Sea Point,8250000,None,2,2,2
Steenberg Golf Estate,21500000,829,4,4,3
Constantia,29000000,6 907,6,6,4
Cape Town City Centre,2395000,60,1,2,1
Maitland,650000,56,1,2,1
Cape Town City Centre,4000000,87,2,2,2
Schaap Kraal,2100000,497,5,9,8
Fresnaye,7795000,138,2.5,3,2
Observatory,2290000,65,2,2,1
Cape Town City Centre,1700000,52,1,1,1
Observatory,1999000,44,1,1,1
Cape Town City Centre,2800000,80,1,2,1
Rondebosch,8500000,618,5,5,8
Cape Town City Centre,1100000,37,1,0.5,1
Cape Town City Centre,2300000,None,1,1,1
Vredehoek,3595000,101,1,2,None
Green Point,3495000,110,1,3,2
Camps Bay,3750000,63,1,1,None
Camps Bay,30990000,1 037,6,6,2
Woodstock,1295000,60,1,1,1
Sea Point,6950000,153,2,2,2
Camps Bay,9999500,None,3.5,3,2
Green Point,3850000,80,1,2,1
Claremont,1350000,40,1,None,None
Claremont Upper,9750000,386,4,4,2
Cape Town City Centre,3360000,56,2,1,2
Athlone,1880000,None,2,5,None
Rondebosch,4099000,84,1.5,2,1
Observatory,1950000,41,1,1,1
Schaap Kraal,7000000,43 000,None,None,None
None,,None,None,None,None
None,,None,None,None,None
Waterfront,8500000,126,1,1,1
Rondebosch,2795000,73,2,2,1
St James,18500000,938,11,11,3
Clifton,55000000,355,4.5,5,4
Kirstenhof,2600000,840,2,3,3
Rondebosch,5175000,729,3,4,7
Oranjezicht,2100000,66,1,1,1
Bantry Bay,,109,2,2,None
Claremont,3495000,516,2.5,3,3
Belhar,765000,55,1,2,6
Rondebosch,1750000,83,1,2,1
Bantry Bay,,90,3,3,None
Foreshore,2850000,55,1,1,1
Sea Point,5650000,316,3,3,2
Rondebosch,4950000,991,2,4,7
Green Point,3599000,84,1,2,3
Mowbray,3400000,565,2,4,5
Constantia,10650000,692,4,4,2
Claremont Upper,2990000,92,2,2,2
Claremont,4600000,496,2,4,6
Green Point,3899000,113,2,3,2
Gardens,1400000,37,1,1,None
Wynberg Upper,1490000,109,1,2,None
Observatory,1495000,45,1,1,1
Costa Da Gama,1720000,161,1,3,4
Higgovale,18200000,988,3.5,4,2
Foreshore,4950000,85,2,2,1
Claremont,5000000,743,2,4,6
Observatory,1950000,186,1,2,1
Sea Point,3195000,144,1,2,1
Vredehoek,3449999,104,1,2,2
Cape Town City Centre,1650000,37,1,1,1
Observatory,895000,32,1,0.5,1
Constantia,14990000,1 895,6,6,5
Kenilworth,3000000,None,1.5,3,2
Ottery,1875000,473,2,3,2
Rondebosch East,3295000,588,2,3,2
Cape Town City Centre,2250000,50,1,0.5,1
Lotus River,1495000,607,3,5,1
Tokai,3995000,550,3,4,2
Kensington,1250000,232,1,3,1
Diep River,995000,59,1,1,1
Pinelands,1600000,96,1,2,1
Newlands,5745000,195,3.5,4,2
Bantry Bay,19995000,141,2.5,2,2
Mowbray,4200000,508,2,3,5
Kenilworth,2050000,202,1,2,None
Thornton,1599000,207,2,2,2
De Waterkant,12900000,213,3,3,2
Waterfront,8500000,126,1,1,1
Claremont Upper,2950000,90,2,3,3
Sea Point,3300000,52,1,1,1
Three Anchor Bay,3195000,84,1,2,None
Woodstock,2650000,105,3,2.5,2
Kirstenhof,1800000,68,1,2,2
Lakeside,2999999,652,3,3,3
Tokai,1195000,49,1,1,1
Pinelands,750000,38,1,1,None
Pinelands,1025000,60,1,2,1
Green Point,2249999,None,1,2,None
Steenberg Golf Estate,10995000,600,2,3,4
Vredehoek,1600000,46,1,1,1
Tamboerskloof,2350000,67,1,1,1
Plumstead,2195000,394,2,3,5
Devils Peak Estate,7500000,518,3.5,4,6
Claremont Upper,3645000,193,1,2,2
Gardens,2950000,70,1,2,1
Rondebosch,1985000,78,1,1,1
Cape Town City Centre,1870000,51,1,1,1
Camps Bay,22950000,527,4.5,4,2
Rondebosch East,3600000,509,3,4,5
Camps Bay,7995000,214,2.5,2,1
Kenilworth,2900000,497,2,3,1
Tamboerskloof,7995000,367,2,3,2
Sea Point,7900000,148,3,2,None
Rondebosch,2850000,71,2,2,1
Constantia,8850000,2 529,4,4,6
Kenilworth Upper,2650000,61,1,2,2
Costa Da Gama,1100000,62,1,2,1
Sea Point,2500000,56,1,1,1
Cape Town City Centre,2695000,88,2,2,1
Rondebosch,3550000,367,2,3,2
Woodstock,1295000,60,1,1,1
Claremont Upper,4100000,130,2,2,2
Constantia,12900000,1 500,4,4,2
Bishopscourt,56000000,7 709,8,8,16
Green Point,2995000,53,1,1,1
Lakeside,4200000,None,2,3,3
Claremont,1295000,71,1,1,1
Claremont Upper,6999000,570,3,4,4
Kenilworth Upper,2475000,67,2.5,2,2
Woodstock,900000,None,1,1,1
Waterfront,12500000,129,2,2,1
Thornton,1425000,221,2,3,2
Heathfield,1195000,52,1,2,1
Kenilworth,3950000,539,3,5,2
Kirstenhof,2490000,96,2,2,1
Cape Town City Centre,2650000,48,1,1,None
De Waterkant,2290000,45,1,1,1
Belhar,750000,45,1,2,1
Mowbray,2950000,320,2,5,1
Cape Town City Centre,1995000,44,1,0.5,1
Sea Point,13995000,160,2.5,2,None
Woodstock,,273,3,7,None
Sea Point,6250000,397,2,3,1
Plumstead,1070000,43,1,1,1
Cape Town City Centre,2195000,68,1,1,None
Sea Point,4300000,110,2,2,1
Waterfront,17995000,160,2,2,2
Claremont Upper,2160000,60,1,2,1
Observatory,1895000,None,2,2,1
Sea Point,4995000,82,2,2,1
St James,2700000,77,2,2,1
Constantia,3650000,217,2.5,3,2
Plumstead,1225000,89,1,2,None
Observatory,2700000,68,2,2,1
Vredehoek,1785000,49,1.5,1,1
Kenilworth Upper,16900000,1 451,4,5,4
Cape Town City Centre,1950000,69,1,2,2
Green Point,2250000,77,1,2,None
Sea Point,2650000,84,1.5,1,1
Wynberg,399000,33,1,1,None
Ottery,1150000,58,1,2,2
Sea Point,2800000,53,1,1,1
Oranjezicht,1750000,50,1,1,1
Walmer Estate,2750000,135,2,1,2
Coniston Park,1495000,460,3,3,6
Diep River,1312571,None,1,1,1
Gardens,3300000,78,1,2,None
Pinelands,1350000,86,1,1,None
Claremont,2645000,366,2,3,2
Newlands,3750000,256,1,2,2
Fresnaye,8299000,200,2,3,2
Fresnaye,10500000,200,2.5,2,2
Ottery,1050000,61,1,2,1
Harfield Village,4495000,402,2,4,6
Bantry Bay,30000000,523,4.5,4,4
Bakoven,9500000,301,4,3,2
Cape Town City Centre,,323,None,None,1
Kenilworth Upper,7995000,1 221,4,4,6
Bantry Bay,21000000,None,6.5,6,2
University Estate,1370000,59,1,None,None
Thornton,650000,46,1,1,1
Constantia,29000000,3 795,5.5,5,8
Claremont Upper,1350000,53,1,1,1
Waterfront,5995000,70,1,1,1
Cape Town City Centre,2250000,None,1,2,None
Green Point,7995000,170,2,2,2
Three Anchor Bay,2995000,54,1,1,1
Fresnaye,10850000,164,2.5,2,2
Sea Point,3380000,None,2,2,1
Cape Town City Centre,50000000,170,15,15,3
Wynberg Upper,1890000,50,1,2,None
Cape Town City Centre,2995000,116,1,4,1
Bergvliet,3095000,705,2,3,3
Claremont,1800000,None,2,2,2
Tokai,4500000,None,2.5,4,3
Llandudno,,991,5,5,5
Kirstenhof,1850000,81,2,2,1
Claremont,4990000,565,2,3,2
Woodstock,1395000,89,1,2,None
Kenilworth,1895000,69,1,2,1
Llandudno,,None,5,5,5
Newlands,6450000,366,3,3,3
Sea Point,6500000,109,1,1.5,None
Cape Town City Centre,2290000,106,1,1,None
Muizenberg,1300000,104,2,3,None
Kenilworth Upper,1350000,47,1,1,1
Rondebosch,14760000,458,None,None,None
Woodstock,2600000,61,2,2,1
Grassy Park,1495000,None,3,3,4
Muizenberg,3495000,124,2,3,2
Grassy Park,749000,30,None,None,1
Woodstock,1795000,57,1,1,None
Rosebank,1850000,67,1,2,2
Higgovale,38000000,915,6.5,5,4
Cape Town City Centre,25000000,258,4.5,4,2
Muizenberg,860000,45,1,2,1
Sea Point,32000000,616,4.5,4,2
Plumstead,750000,35,1,1,1
Bergvliet,1795000,86,1,2,1
Bantry Bay,1200000,None,1,0.5,2
Constantia,13995000,1 655,4,4,4
Constantia,4850000,1 299,3,5,8
Woodstock,1950000,125,1,2,None
Heathfield,2150000,370,2,4,2
Cape Town City Centre,2690000,108,2,2,None
Tamboerskloof,1295000,37,1,None,1
Sea Point,3900000,130,2,3.5,1
Woodstock,2599000,157,1,3,None
Plumstead,749000,None,1,1,1
Wynberg Upper,3225000,None,2,3,2
Mowbray,2700000,327,2.5,5,4
Wynberg Upper,1930000,123,2,3,2
Claremont,1495000,65,2,2,2
Clifton,3975000,39,1,1,None
Fresnaye,29995000,633,5,5,5
Kenilworth Upper,5900000,243,2,3,2
Gardens,4450000,180,None,2,2
Vredehoek,7495000,541,5,7,5
Cape Town City Centre,6695000,196,3.5,3,2
Observatory,3650000,299,2,3,1
Belle Constantia,6650000,2 019,3,5,15
Waterfront,13450000,130,2,2,2
Diep River,1350000,64,2,2,1
Kirstenhof,1795000,95,2,3,1
Bantry Bay,15750000,231,2.5,3,2
Muizenberg,1850000,296,2,3,4
Gardens,1890000,None,1,1,None
Oranjezicht,19800000,595,5.5,4,4
Constantia,7750000,1 441,4,5,None
Camps Bay,28500000,495,4.5,4,4
Sea Point,1275000,32,1,0.5,1
Mouille Point,7950000,135,2,3,1
Athlone,2999000,660,2,3,6
Constantia,3495000,147,2,3,2
Tamboerskloof,1245000,44,1,None,None
Gardens,4350000,112,1,1,2
Cape Town City Centre,1795000,48,1,1,None
Cape Town City Centre,1350000,32,1,0.5,None
Green Point,3995000,63,1,1,1
Pelican Park,775000,None,1,2,3
Wynberg Upper,1700000,None,1,1,None
Rondebosch,1900000,70,2,2,1
Green Point,3995000,104,1,2,1
Green Point,16500000,330,5,5,6
Cape Town City Centre,2495000,40,1,1,1
Mouille Point,15950000,226,3.5,3,2
Llandudno,16995000,1 135,5,4,2
Muizenberg,1150000,62,1,2,1
Fresnaye,11995000,462,3,4,2
Sea Point,4099000,105,2,2,1
Kenilworth Upper,3695000,200,3,4,2
Marina Da Gama,1590000,293,3,3,2
Woodstock,990000,302,1,3,None
Vredehoek,2995000,55,1,1,1
Sea Point,4950000,281,1.5,2,1
Cape Town City Centre,1995000,54,1,None,None
Green Point,9995000,366,3.5,3,2
Pinelands,1495000,42,1,1,None
Llandudno,29000000,1 241,5,5,6
Sea Point,5995000,137,2,3,2
Green Point,5950000,95,2,2,2
Muizenberg,1575000,254,2,3,2
Constantia,12200000,1 406,3,4,2
Zonnebloem,2278800,None,1,2,1
Woodstock,1995000,334,2,3,1
Kenilworth Upper,2950000,None,1.5,2,3
Cape Town City Centre,2195000,71,1,1,1
Newlands,5490000,619,3,4,4
Camps Bay,11400000,495,4.5,4,4
Observatory,1350000,None,2,2,1
Cape Town City Centre,1795000,62,1,1,1
Rondebosch,4741950,125,2,2,2
Bantry Bay,6950000,156,2,3,2
Camps Bay,27500000,335,4.5,4,2
Vredehoek,4195000,178,1.5,3,2
Llandudno,12000000,600,2,3,None
Fresnaye,52000000,614,5,5,8
Oranjezicht,3100000,80,1,2,2
Wynberg,550000,36,1,1,1
Green Point,6500000,258,2,3,None
Camps Bay,11500000,142,2.5,3,2
Sea Point,4495000,134,2,3,1
Foreshore,7250000,155,2,2,2
Lakeside,1295000,65,1,2,1
Foreshore,2400000,52,1,1,1
Observatory,2950000,199,2,3,None
Fresnaye,5950000,218,4,4,None
Waterfront,7130000,60,1,1,1
Camps Bay,21950000,515,4.5,4,2
Fresnaye,4500000,166,2,3,1
Fresnaye,59000000,629,5,5,4
Cape Town City Centre,1450000,41,1,None,None
Rosebank,1495000,49,1,1,1
Observatory,2200000,75,2,2,2
Rosebank,1985000,71,1,2,1
Sea Point,10995000,798,4.5,4,2
Observatory,1640000,61,2,2,1
Kenilworth,2400000,317,1,3,2
Kenilworth,1600000,67,1,3,2
Salt River,1750000,84,1.5,1,1
Vredehoek,5500000,227,2,3,1
Fresnaye,29900000,1 075,16,15,10
Tamboerskloof,26500000,718,5,4,4
Sea Point,7599050,262,2.5,2,2
Cape Town City Centre,4003000,72,2,2,1
Kensington,610000,43,1,1,None
Rondebosch,1995000,89,2,2,2
University Estate,1250000,59,1,None,1
Camps Bay,27995000,757,6.5,6,4
Camps Bay,11500000,790,3,4,2
Bishop Lavis,699000,144,1,2,None
Camps Bay,8900000,143,2,2,2
Kenilworth Upper,14900000,1 298,4,4,6
Sea Point,3725000,98,2,2,1
Salt River,1549000,66,1,1,2
Ottery,1100000,60,1,2,1
Tamboerskloof,19000000,600,4,4,2
Mowbray,1495000,80,2,2,1
Vredehoek,8300000,700,4,7,4
Green Point,2999000,56,1,1,1
Green Point,14750000,279,4.5,4,2
Sea Point,16800000,221,2.5,3,2
Cape Town City Centre,4950000,178,1.5,1.5,2
Plumstead,3395000,744,2.5,3,4
Camps Bay,39995000,460,4,4,4
Sea Point,5800000,106,2.5,2,3
Tokai,1294000,47,1,1,1
Clarkes Estate,399000,None,1,2,None
Newlands,6850000,249,3.5,3,2
Newlands,6850000,249,3.5,3,2
Sea Point,2290000,82,1.5,1,1
Cape Town City Centre,4200000,149,1,3,2
Fresnaye,11200000,180,2,3,2
Walmer Estate,6995000,329,3,6,3
Sea Point,11950000,268,3.5,4,2
Rondebosch East,2100000,397,3,5,None
Newlands,6350000,430,3,4,2
Kalk Bay,9500000,191,2,2,2
Kenilworth Upper,2345000,112,2,3,1
Sea Point,3300000,88,2,2,1
Woodstock,1800000,45,1,1,None
De Waterkant,4295000,68,1,1,None
Sea Point,3950000,68,2,2,None
Cape Town City Centre,1495000,50,1,1,1
Bakoven,19950000,282,3,3,2
Cape Town City Centre,12250000,349,3,3,2
Zonnebloem,1700000,59,1,2,1
Muizenberg,1395000,255,1,3,1
Observatory,1895000,103,2.5,3,1
Sea Point,2999000,60,1,1,1
Constantia,7250000,498,2,2,2
Cape Town City Centre,3250000,90,2,2,2
Kirstenhof,4456211,360,3.5,3,2
Green Point,7500000,150,2,3,None
Sea Point,2300000,67,1,1,None
Llandudno,69000000,1 045,4,4,2
De Waterkant,3000000,54,1,1,1
Sea Point,2695000,74,1,2,None
Cape Town City Centre,1995000,51,1,1,1
Woodstock,2695000,187,2,3,None
Newlands,7495000,346,3,3,2
Waterfront,10800000,109,1,1,1
Kalk Bay,9800000,1 177,4,6,2
Wynberg Upper,2650000,146,3,3,2
Cape Town City Centre,2195000,48,1,1,1
Sea Point,3500000,53,1,1,1
Camps Bay,14500000,1 784,3.5,5,4
Camps Bay,14500000,1 784,3.5,5,4
Wynberg,540000,None,1,2,1
Camps Bay,16950000,1 180,7,8,2
Cape Town City Centre,1195000,51,1,1,None
Zwaanswyk,12995000,3 548,3,4,6
Sea Point,3250000,109,1.5,2,1
Pelican Park,1450000,331,2,4,4
Foreshore,2995000,55,1,1,1
Cape Town City Centre,2650000,43,1,1,1
Vredehoek,3350000,95,1,2,None
Kenilworth Upper,7995000,1 101,3,4,4
Rondebosch,2250000,70,2,2,1
Rondebosch,1550000,None,1,2,1
Oranjezicht,20950000,942,2,3,4
Gardens,1595000,31,1,None,None
Mowbray,1500000,49,1,1,1
Bantry Bay,3200000,90,1,2,None
Nieuwe Steenberg,7995000,287,3,3,1
Cape Town City Centre,4995000,None,1,2,1
Rondebosch Village,3200000,None,None,None,None
Plumstead,1580275,66,1,2,None
Gardens,1700000,86,1,None,None
Green Point,4849000,124,2.5,2,None
Cape Town City Centre,1895000,36,1,1,None
Green Point,4995000,105,2,2,2
